ingredient,cfp,wfp,mapping_type,mapped_item
light corn syrup,"0,78","1294,5",typology,SUGAR
flavoring,,,no_match,NO_MATCH
craisins,"0,64",276,ingredient,CRANBERRY
whole milk,"1,31","1260,5",ingredient,COW MILK
condensed milk,"1,44","1599,0",typology,ANIMAL MILK
heavy whipping cream,"5,45",3838,ingredient,CREAM
onion salt,"0,22",290,ingredient,ONION
onions,"0,22",290,ingredient,ONION
chopped nut,"1,11","11264,0",typology,NUTS
oat bran,"0,67",1788,ingredient,OAT
ground coriander,"0,84",8280,ingredient,CORIANDER
chopped nuts,"1,11","11264,0",typology,NUTS
pesto sauce,"2,72",2174,ingredient,PESTO
schnapps,,,no_match,NO_MATCH
cranberry sauce,"0,64",276,ingredient,CRANBERRY
Amaretto,,,no_match,NO_MATCH
chorizo,,,no_match,NO_MATCH
roast,"6,71",19956,ingredient,COFFEE ROASTED
active dry yeast,"3,29",,ingredient,YEAST DRIED*
dark chocolate,"3,16",20717,ingredient,DARK CHOCOLATE
powdered milk,"1,44",1599,ingredient,BUTTERED MILK
cumin seed,"0,88","3087,5",typology,SEEDS
pretzel,"0,86",667,ingredient,BREAD
corn flake,"2,64",2416,ingredient,OAT FLAKES
green,"0,33",700,ingredient,MAIZE GREEN
caraway seed,"0,88","3087,5",typology,SEEDS
sesame seeds,"0,88","3087,5",typology,SEEDS
rice wine,,,no_match,NO_MATCH
wedge,,,no_match,NO_MATCH
yellow pepper,"0,65",379,ingredient,PEPPER
sultana,"0,81","2636,5",typology,DRIED FRUIT
white vinegar,,,no_match,NO_MATCH
ravioli,"1,21",1508,ingredient,PASTA*
grenadine,"2,86","1019,0",typology,FRUIT JUICE
shredded coconut,"0,81",2093,ingredient,COCONUTS
plum tomato,"0,45",41,ingredient,TOMATO
sunflower oil,"0,98",6792,ingredient,SUNFLOWER OIL
egg white,,,no_match,NO_MATCH
beverage,"0,96",155,ingredient,BEER IN GLASS
rib,"3,44",5798,ingredient,PORK CUTS WITH BONE
macadamia nut,"1,11",11264,ingredient,HAZELNUT
beef stock,,,no_match,NO_MATCH
penne pasta,"1,21",1508,ingredient,PASTA*
canned pumpkin,"0,24",336,ingredient,PUMPKIN
lobster,"20,25",1856,ingredient,LOBSTER
brown rice,"2,19",1597,ingredient,RICE*
blueberries,"0,78",845,ingredient,BLUEBERRY
flank steak,,,no_match,NO_MATCH
yellow onion,"0,22",290,ingredient,ONION
chicken wing,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
bok choy,"0,33","362,0",ingredient,CELERY
tamari,,,no_match,NO_MATCH
graham cracker,"0,97",617,ingredient,WHOLEGRAIN CRACKERS**
preserves,"2,15","748,0",typology,FRUIT
fresh parsley,"1,865","336,0",typology,VEGETABLES
cornbread mix,"0,87",1167,ingredient,MAIZE FLOUR & MEAL
romano cheese,"8,93",5253,ingredient,CHEESE
whipped topping,"4,30",,ingredient,ICE CREAM
flaked coconut,"0,81",2093,ingredient,COCONUTS
hot dog,"5,99",6177,ingredient,SAUSAGES
pimento,"0,84","8280,0",typology,SPICIES
plain yogurt,"1,69",1540,ingredient,YOGURT WHITE
asiago cheese,"9,59",5253,ingredient,ASIAGO
peanut butter chip,"1,84",,ingredient,PEANUT BUTTER
wheat flour,"0,87",1849,ingredient,WHEAT FLOUR
chard,"0,25","272,0",ingredient,RADISH
candy bar,"4,30",,ingredient,CHOCOLATE
marshmallow cream,"5,45",3838,ingredient,CREAM
pomegranate,"0,32","1506,5",ingredient,POMEGRANATE
fresh ground black pepper,"0,84",7611,ingredient,PEPPER (PIPER SPP.)
gravy,,,no_match,NO_MATCH
pork loin chop,"3,44",5798,ingredient,PORK CUTS WITH BONE
spaghetti sauce,"1,30",855,ingredient,TOMATO PASTE
cooking oil,"2,11",7529,ingredient,PEANUT OIL
dried thyme,,,no_match,NO_MATCH
sherbet,"4,30",,ingredient,ICE CREAM
creme fraiche,"5,45","5253,0",typology,CHEESE FRESH
lard,,,no_match,NO_MATCH
cookie dough,"1,53",2902,ingredient,CHOCOLATE OR CREAM FILLED COOKIES**
yellow bell pepper,"1,865","336,0",typology,VEGETABLES
vermicelli,,,no_match,NO_MATCH
vegetables,"0,81",339,ingredient,MIXED VEGETABLES (F)
star anise,"0,84",8280,ingredient,ANISE
stuffing mix,,,no_match,NO_MATCH
melon,"0,61","1506,5",ingredient,MELON
food coloring,,,no_match,NO_MATCH
broccoli floret,"0,57",336,ingredient,BROCCOLI
rigatoni,,,no_match,NO_MATCH
light cream,"5,45",3838,ingredient,CREAM
prepared mustard,"0,84","8280,0",typology,SPICIES
coloring,,,no_match,NO_MATCH
chop,,,no_match,NO_MATCH
smoke,,,no_match,NO_MATCH
chopped pecans,"1,11",9063,ingredient,MIXED NUTS
fusilli,,,no_match,NO_MATCH
instant coffee,,,no_match,NO_MATCH
granola,"2,64",2416,ingredient,OAT FLAKES
Whip,,,no_match,NO_MATCH
baking cocoa,"3,16",15618,ingredient,COCOA POWDER
whip,,,no_match,NO_MATCH
ale,"0,69",155,ingredient,BEER*
coriander leaf,"0,84",8280,ingredient,CORIANDER
orange extract,"0,30",654,ingredient,ORANGE
white flour,"0,52","1889,5",ingredient,WHEAT PLAIN FLOUR
muffin mix,,,no_match,NO_MATCH
morsel,"4,30",,ingredient,CHOCOLATE
mini chocolate chip,"4,30",,ingredient,CHOCOLATE
cola,,,no_match,NO_MATCH
toast,"0,86",667,ingredient,BREAD
apricot jam,"0,30",1287,ingredient,APRICOT
ghee,,,no_match,NO_MATCH
anise seed,"0,84",8280,ingredient,ANISE
pumpkin seed,"0,88",2188,ingredient,POPPY SEED
ground cardamom,"0,84",34319,ingredient,CARDAMOM
garam masala,"0,84",34319,ingredient,CARDAMOM
watercress,,,no_match,NO_MATCH
halibut,"5,19","2313,5",typology,FISH
shredded cheddar cheese,"9,59",5060,ingredient,CHEESE GRATED
milk chocolate chip,"3,16",20717,ingredient,MILK CHOCOLATE
tomato soup,,,no_match,NO_MATCH
vanilla essence,"4,30",,ingredient,VANILLA
beef stew meat,,,no_match,NO_MATCH
Velveeta cheese,"8,93",5253,ingredient,CHEESE
rye flour,"0,87",1930,ingredient,RYE FLOUR
oyster sauce,"1,46",613,ingredient,SOY SAUCE
half-and-half cream,"5,45",3838,ingredient,CREAM
cognac,,,no_match,NO_MATCH
raspberry jam,,,no_match,NO_MATCH
fresh basil,"2,72","2174,0",typology,PESTO
masala,"0,84","8280,0",typology,SPICIES
whole clove,"0,84",61205,ingredient,CLOVE
dry yeast,"3,29",,ingredient,YEAST DRIED*
mashed banana,"0,34",748,ingredient,BANANA
espresso powder,"0,55",960,ingredient,COFFEE SOLUBLE POWDER (L)
fresh ginger,"0,84",1657,ingredient,GINGER
cajun seasoning,"0,84","8280,0",typology,SPICIES
fennel bulb,"0,33","362,0",ingredient,FENNEL
peppers,"0,65",379,ingredient,PEPPER
peppermint extract,"0,84",288,ingredient,PEPPERMINT
chicken drumstick,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
sweetener,"0,78","1294,5",typology,SUGAR
lime wedge,"0,34",642,ingredient,LIME
golden raisin,"0,81","2636,5",ingredient,RAISIN
coconut oil,"2,11",4490,ingredient,COCONUT OIL
cornbread,"0,87","1889,5",ingredient,MAIZE FLOUR
dark rum,,,no_match,NO_MATCH
buns,,,no_match,NO_MATCH
spaghetti squash,"1,865","336,0",typology,VEGETABLES
medium onion,"0,22",290,ingredient,ONION
fresh ground pepper,"0,65",379,ingredient,PEPPER
light soy sauce,"1,46",613,ingredient,SOY SAUCE
phyllo dough,"1,35","1423,3",typology,CRISPBREAD
flounder,"5,19",798,ingredient,FLOUNDER
orange slice,"0,30",654,ingredient,ORANGE
plantain,"0,32",1602,ingredient,PLANTAIN
coconut extract,,,no_match,NO_MATCH
chicken bouillon cube,,,no_match,NO_MATCH
Old Bay Seasoning,"0,84","8280,0",typology,SPICIES
ground pepper,"0,65",379,ingredient,PEPPER
chopped onion,"0,22",290,ingredient,ONION
ground red pepper,"0,84","8280,0",typology,SPICIES
sliced almond,"1,88",11264,ingredient,ALMOND
taco seasoning,"0,65",379,ingredient,PEPPER
Baileys Irish Cream,"5,45",3838,ingredient,CREAM
biscuit mix,,,no_match,NO_MATCH
salad green,"1,865","336,0",typology,VEGETABLES
yoghurt,"1,69",1540,ingredient,YOGURT WHITE
acorn squash,"0,33",336,ingredient,SQUASH
package,,,no_match,NO_MATCH
meatball,"5,99",6177,ingredient,SAUSAGES
green chili,"0,65",379,ingredient,PEPPER
haddock,"5,19","2313,5",ingredient,HADDOCK
lemon slice,"0,34",642,ingredient,LEMON
scoop,"4,30","1599,0",typology,ICE CREAM
apple pie filling,"0,81",6847,ingredient,APPLES
chick-pea,"0,52",4177,ingredient,CHICKPEA
wheat,"0,57",1639,ingredient,WHEAT
bulgur,,,no_match,NO_MATCH
fish fillet,"5,19","2313,5",typology,FISH
salmon fillet,"3,37",2193,ingredient,SALMON
trout,"4,20",2188,ingredient,TROUT
panko breadcrumb,"0,86","901,8",typology,BREAD
limeade,"2,86","1019,0",typology,FRUIT JUICE
gin,,,no_match,NO_MATCH
grated orange rind,,,no_match,NO_MATCH
pasta sauce,"1,19","151,3",typology,TOMATO SAUCE
provolone cheese,"8,93",5253,ingredient,CHEESE
loaf,"0,86",667,ingredient,BREAD
unsweetened chocolate,"4,30",,ingredient,CHOCOLATE
lime peel,"2,15","748,0",typology,FRUIT
ground allspice,"0,84","8280,0",typology,SPICIES
bagel,"0,86",667,ingredient,BREAD
minced garlic,"0,25",589,ingredient,GARLIC
pinto bean,"0,52",516,ingredient,BEAN (fresh)
almond paste,"1,84",,ingredient,ALMOND PASTE
pure vanilla extract,"4,30",,ingredient,VANILLA
coconut cream,"0,54",2030,ingredient,COCONUT MILK
potato starch,"0,27","1523,0",typology,STARCHY TUBER
snapper,"5,19","2313,5",typology,FISH
cooked rice,"2,19",1597,ingredient,RICE*
yellow squash,"0,33",336,ingredient,SQUASH
apples,"0,81",6847,ingredient,APPLES
small onion,"0,22",290,ingredient,ONION
gruyere,"8,20",5253,ingredient,MOZZARELLA
apricot preserve,"0,30",1287,ingredient,APRICOT
port wine,"0,87",524,ingredient,WINE RED
brie,"5,45","5253,0",typology,CHEESE FRESH
lemon wedge,"0,34",642,ingredient,LEMON
skewer,,,no_match,NO_MATCH
sprig,,,no_match,NO_MATCH
essence,,,no_match,NO_MATCH
Krispies,"1,35","1423,3",typology,CRISPBREAD
crumbs,"0,98","1258,0",typology,CRACKERS
sharp cheddar cheese,"8,93",5253,ingredient,CHEESE
ranch dressing,"1,46","572,0",typology,DRESSING
sake,,,no_match,NO_MATCH
spinach leaf,"0,34",292,ingredient,SPINACH
sourdough bread,"0,86",667,ingredient,BREAD
lettuce leaf,"0,41",237,ingredient,LETTUCE
French bread,"0,86",667,ingredient,BREAD
poultry seasoning,,,no_match,NO_MATCH
unsweetened cocoa powder,"3,16",15618,ingredient,COCOA POWDER
brie cheese,"8,93",5253,ingredient,CHEESE
parmigiano-reggiano cheese,"9,59",5253,ingredient,PARMIGIANO REGGIANO
oyster,"5,67","1856,0",typology,SHELLFISH
nectarine,"0,30",1287,ingredient,APRICOT
dried apricot,"0,30",1287,ingredient,APRICOT
dry red wine,"0,66","524,0",typology,WINE
dry sherry,"0,66","524,0",typology,WINE
bit,,,no_match,NO_MATCH
chili paste,"0,84","8280,0",typology,SPICIES
chicken leg,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
flour tortilla,"0,86","901,8",typology,BREAD
lima bean,"0,52",516,ingredient,BEAN (fresh)
chopped walnuts,"2,06",11264,ingredient,WALNUT
dry breadcrumb,"0,86","901,8",typology,BREAD
large onion,"0,22",290,ingredient,ONION
lemonade concentrate,"2,86","1019,0",typology,FRUIT JUICE
crushed ice,,,no_match,NO_MATCH
raspberries,"1,18",748,ingredient,RASPBERRIES (F)*
crushed tomato,"1,47",713,ingredient,TOMATO CHOPPED
weed,"0,41",237,ingredient,LETTUCE
wheat bran,"0,57",1639,ingredient,WHEAT
wasabi,"0,84","8280,0",typology,SPICIES
semolina,,,no_match,NO_MATCH
dark sesame oil,"2,11","6792,0",typology,OIL
cream of celery soup,"0,33","362,0",ingredient,CELERY
creamy peanut butter,"1,84",,ingredient,PEANUT BUTTER
peach schnapps,"0,39",910,ingredient,PEACH
dry milk,"1,44","1599,0",typology,ANIMAL MILK
lime rind,,,no_match,NO_MATCH
dip,,,no_match,NO_MATCH
tangerine,"0,34",748,ingredient,TANGERIN
vermouth,"0,66","524,0",typology,WINE
marshmallow creme,,,no_match,NO_MATCH
oleo,"2,11","6792,0",typology,OIL
crab,"7,04",1974,ingredient,CRUSTACEAN
red chili pepper,"0,84","8280,0",typology,SPICIES
gruyere cheese,"8,93",5253,ingredient,CHEESE
nutella,"1,11",11264,ingredient,HAZELNUT
semi-sweet chocolate chips,"4,30",,ingredient,CHOCOLATE
champagne,"0,66",524,ingredient,WINE WHITE
pineapple chunk,"0,28",255,ingredient,PINEAPPLE
wild rice,"0,57",2230,ingredient,RICE GROATS
breadstick,"0,86","901,8",typology,BREAD
miso,,,no_match,NO_MATCH
wine vinegar,,,no_match,NO_MATCH
vegetable broth,"1,865","336,0",typology,VEGETABLES
sweet chili sauce,"0,84","8280,0",typology,SPICIES
grapefruit juice,"2,86",675,ingredient,GRAPEFRUIT JUICE
creamed corn,,,no_match,NO_MATCH
mascarpone cheese,"5,45",5253,ingredient,MASCARPONE
cinnamon sugar,"0,78","1294,5",typology,SUGAR
prepared horseradish,,,no_match,NO_MATCH
grit,,,no_match,NO_MATCH
barbecue sauce,"1,46",534,ingredient,KETCHUP
polenta,,,no_match,NO_MATCH
toffee,"3,16","20717,0",typology,CHOCOLATE
sage leaf,,,no_match,NO_MATCH
arborio rice,"2,19",1597,ingredient,RICE*
beaten egg,"3,20",2562,ingredient,EGGS*
club soda,,,no_match,NO_MATCH
honeydew melon,"0,61","1506,5",ingredient,MELON
almond milk,"0,54",2030,ingredient,ALMOND MILK
gingersnap,"0,84",1657,ingredient,GINGER
sweet red pepper,"0,65",379,ingredient,PEPPER
toasted sesame oil,"2,11","6792,0",typology,OIL
vanilla sugar,"0,78","1294,5",typology,SUGAR
tater tot,"0,24",555,ingredient,POTATO
beetroot,"0,25","272,0",ingredient,BEETROOT
basmati rice,"2,19",1597,ingredient,RICE*
coconut rum,,,no_match,NO_MATCH
spread,"5,45",3838,ingredient,CREAM
croissant,"2,14",1640,ingredient,CAKES AND CROISSANT**
sprinkle,,,no_match,NO_MATCH
ground chuck,,,no_match,NO_MATCH
teriyaki sauce,"1,46",613,ingredient,SOY SAUCE
cannellini bean,"0,43",5053,ingredient,BEAN
dried parsley,,,no_match,NO_MATCH
bittersweet chocolate,"3,16",20717,ingredient,DARK CHOCOLATE
hard-boiled egg,"3,20",3632,ingredient,EGGS SHELLED
jicama,"0,52","555,5",typology,LEGUMES
miniature marshmallow,,,no_match,NO_MATCH
fresh lime juice,"2,86","1019,0",typology,FRUIT JUICE
pod,"0,43",5053,ingredient,BEAN
frozen pea,"0,45",1979,ingredient,PEA
wonton wrapper,,,no_match,NO_MATCH
Worcestershire,"0,84","8280,0",typology,SPICIES
liquid smoke,,,no_match,NO_MATCH
plain flour,"0,52","1889,5",ingredient,WHEAT PLAIN FLOUR
popcorn,"1,48",807,ingredient,CORN CANNED
pastry shell,"1,35","1423,3",typology,CRISPBREAD
quick oats,"2,64",2416,ingredient,OAT FLAKES
dates,"0,81","2636,5",ingredient,DATE
cooked chicken,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
packet,,,no_match,NO_MATCH
granny smith apple,"0,81",6847,ingredient,APPLES
coleslaw,"1,46",572,ingredient,MAYONNAISE
potato chip,,,no_match,NO_MATCH
bread dough,"0,86","901,8",typology,BREAD
eggnog,,,no_match,NO_MATCH
cup,,,no_match,NO_MATCH
pepper sauce,"0,84","8280,0",typology,SPICIES
slivered almond,"1,88",11264,ingredient,ALMOND
roasted red pepper,"0,65",379,ingredient,PEPPER
strawberry jam,"0,61",413,ingredient,STRAWBERRY
squid,"5,80",1856,ingredient,SQUID
biscuits,"1,47","1870,3",typology,BISCUITS
bratwurst,"5,99",6177,ingredient,PORK SAUSAGES
beef brisket,,,no_match,NO_MATCH
chuck roast,,,no_match,NO_MATCH
red food coloring,,,no_match,NO_MATCH
corn kernel,"0,48",1191,ingredient,MAIZE
toasted sesame seed,"0,88","3087,5",typology,SEEDS
courgette,"0,70",336,ingredient,ZUCCHINI
toothpick,,,no_match,NO_MATCH
hamburger bun,"0,86",667,ingredient,BREAD
mushrooms,"2,06",,ingredient,MUSHROOM*
fat,"8,48",5659,ingredient,BUTTER*
edamame,,,no_match,NO_MATCH
heart,"5,99",6177,ingredient,NECK
coarse salt,,,no_match,NO_MATCH
starch,"0,27","554,8",ingredient,STARCHY ROOTS
potatoes,"0,24",555,ingredient,POTATO
crackers,"1,35",1447,ingredient,PLAIN CRACKERS**
sliced almonds,"1,88",11264,ingredient,ALMOND
kalamata olive,"0,64",3015,ingredient,OLIVES
chili pepper flake,"0,84","8280,0",typology,SPICIES
basil pesto,"2,72",2174,ingredient,PESTO
cod fish fillet,"2,12","2313,5",ingredient,COD FISH STICK
bar,,,no_match,NO_MATCH
chocolate morsel,"4,30",,ingredient,CHOCOLATE
cold butter,"8,48",5659,ingredient,BUTTER*
provolone,,,no_match,NO_MATCH
butterscotch schnapps,,,no_match,NO_MATCH
cheddar cheese soup,,,no_match,NO_MATCH
triple sec,,,no_match,NO_MATCH
poblano pepper,"0,84","8280,0",typology,SPICIES
millet,"0,57",4478,ingredient,MILLET
bisquick,,,no_match,NO_MATCH
tortilla chip,"1,35","1423,3",typology,CRISPBREAD
savory,,,no_match,NO_MATCH
shiitake mushroom,"2,06",,ingredient,MUSHROOM*
unsweetened applesauce,,,no_match,NO_MATCH
chipotle,"0,65",379,ingredient,PEPPER
pancake mix,"2,64","2196,5",typology,BREAKFAST CEREALS
pork loin,"7,95",6177,ingredient,PORK HAM
meal,"1,32",2523,ingredient,SOY MEAL
apricot preserves,"0,30",1287,ingredient,APRICOT
beef bouillon cube,,,no_match,NO_MATCH
stewed tomato,"1,48","806,6",typology,VEGETABLES CANNED
irish cream,"5,45",3838,ingredient,CREAM
ground almond,"1,11",16095,ingredient,ALMOND SHELLED
guacamole,"0,54",1805,ingredient,AVOCADO
neufchatel cheese,"8,93",5253,ingredient,CHEESE
Italian sausage,"5,99",6177,ingredient,SAUSAGES
wrapper,,,no_match,NO_MATCH
chunk,,,no_match,NO_MATCH
soft butter,"8,48",5659,ingredient,BUTTER*
phyllo pastry,"1,35","1423,3",typology,CRISPBREAD
manicotti,,,no_match,NO_MATCH
orange Jell-O,"0,30",654,ingredient,ORANGE
sorbet,"4,30",,ingredient,ICE CREAM
pomegranate juice,"0,32","1506,5",ingredient,POMEGRANATE
liquor,"0,69",155,ingredient,BEER*
habanero pepper,"0,65",379,ingredient,PEPPER
red potato,"0,24",555,ingredient,POTATO
ladyfinger,"1,99","2158,0",typology,SWEETS
self-rising flour,"0,57","2133,0",typology,"PROCESSED GRAINS (grouts, malt)"
lentils,"0,52",5874,ingredient,LENTIL
sambal oelek,,,no_match,NO_MATCH
cream of coconut,"0,54",2030,ingredient,COCONUT MILK
diced tomatoes,"1,47",713,ingredient,TOMATO CHOPPED
chopped tomato,"1,47",713,ingredient,TOMATO CHOPPED
almond flavoring,"1,88",11264,ingredient,ALMOND
piece,,,no_match,NO_MATCH
milk chocolate,"3,16",20717,ingredient,MILK CHOCOLATE
sifted flour,"0,87",1849,ingredient,WHEAT FLOUR
M&M,"3,16",20717,ingredient,MILK CHOCOLATE
leaves,,,no_match,NO_MATCH
pearl barley,"0,48",1423,ingredient,BARLEY
onion flake,"0,22",290,ingredient,ONION
rum extract,,,no_match,NO_MATCH
venison,,,no_match,NO_MATCH
bread machine yeast,"3,29",,ingredient,YEAST DRIED*
liver,"5,99",6177,ingredient,NECK
gnocchi,,,no_match,NO_MATCH
sweet onion,"0,22",290,ingredient,ONION
grated lemon peel,"0,34",642,ingredient,LEMON
matzo meal,"1,32",2523,ingredient,SOY MEAL
ziti,,,no_match,NO_MATCH
mashed potato,"0,24",555,ingredient,POTATO
apple butter,"1,84",,ingredient,PEANUT BUTTER
butter flavor crisco,,,no_match,NO_MATCH
Jell-O,,,no_match,NO_MATCH
strawberries,"0,61",413,ingredient,STRAWBERRY
nutritional yeast,,,no_match,NO_MATCH
spring onion,"0,22",290,ingredient,ONION
granule,,,no_match,NO_MATCH
milk powder,"0,54",2030,ingredient,RICE MILK
stock cube,,,no_match,NO_MATCH
golden syrup,"0,78","1294,5",typology,SUGAR
sole,"5,19","2313,5",ingredient,SOLE
corn oil,"2,11",2575,ingredient,MAIZE OIL
Rice Krispie,"2,19",1597,ingredient,RICE*
yolks,"3,20",3270,ingredient,EGG YOLKS
caramel ice cream topping,,,no_match,NO_MATCH
bacon grease,"5,99",6116,ingredient,BACON
coleslaw mix,,,no_match,NO_MATCH
jello,,,no_match,NO_MATCH
mustard powder,"0,88",2809,ingredient,MUSTARD SEED
mincemeat,,,no_match,NO_MATCH
grape tomato,"0,45",41,ingredient,TOMATO
stalk celery,"0,33","362,0",ingredient,CELERY
corn flakes,"2,64","2196,5",ingredient,CORNFLAKES*
soy flour,"1,32",2523,ingredient,SOYBEAN FLOUR
green olive,"0,64",3015,ingredient,OLIVES
almond meal,"1,88",11264,ingredient,ALMOND
Frangelico,,,no_match,NO_MATCH
almond flour,,,no_match,NO_MATCH
mini marshmallow,,,no_match,NO_MATCH
pizza sauce,"1,30",855,ingredient,TOMATO PASTE
cookie mix,"1,39",1723,ingredient,SIMPLE COOKIES**
gouda cheese,"8,93",5253,ingredient,CHEESE
bacon drippings,"5,99",6116,ingredient,BACON
cottage,,,no_match,NO_MATCH
lean ground beef,,,no_match,NO_MATCH
orange liqueur,,,no_match,NO_MATCH
white onion,"0,22",290,ingredient,ONION
port,"0,66","524,0",typology,WINE
black-eyed pea,"0,45",1979,ingredient,PEA
hearts,,,no_match,NO_MATCH
Tabasco,"0,84","8280,0",typology,SPICIES
lemon cake mix,"0,34",642,ingredient,LEMON
whole egg,"3,20",2562,ingredient,EGGS*
chocolate ice cream,"4,30",,ingredient,ICE CREAM
graham cracker crumbs,"0,98","1258,0",typology,CRACKERS
pizza crust,"0,86",667,ingredient,BREAD
lasagna noodle,"1,21",1508,ingredient,PASTA*
orange blossom water,,,no_match,NO_MATCH
Sprite,,,no_match,NO_MATCH
dripping,,,no_match,NO_MATCH
mango chutney,,,no_match,NO_MATCH
stevia,,,no_match,NO_MATCH
fresh orange juice,"0,46",1019,ingredient,ORANGE JUICE
cilantro leaf,"0,84",8280,ingredient,CORIANDER
red chili,"0,84","8280,0",typology,SPICIES
rotel,,,no_match,NO_MATCH
sourdough starter,"0,86","901,8",typology,BREAD
cherries,"0,46","1506,5",ingredient,CHERRY
consomme,,,no_match,NO_MATCH
rutabaga,,,no_match,NO_MATCH
panko,,,no_match,NO_MATCH
escarole,,,no_match,NO_MATCH
elbow macaroni,,,no_match,NO_MATCH
dried sage,,,no_match,NO_MATCH
Roquefort cheese,"8,93",5253,ingredient,CHEESE
shredded mozzarella cheese,"8,20",5253,ingredient,MOZZARELLA
corned beef,,,no_match,NO_MATCH
salad dressing,"1,46","572,0",typology,DRESSING
sec,,,no_match,NO_MATCH
root beer,"0,69",155,ingredient,BEER*
baby carrot,"0,24",195,ingredient,CARROT
Cheerio,"0,46","1506,5",ingredient,CHERRY
flax seed meal,"1,32","2523,0",typology,LEGUME FLOUR
white rice,"2,19",1597,ingredient,RICE*
wrap,,,no_match,NO_MATCH
kaffir lime leaf,"2,15","748,0",typology,FRUIT
hen,"2,13","3330,3",typology,POULTRY MEAT WITH BONE
five-spice powder,"0,84","8280,0",typology,SPICIES
currants,"0,64",499,ingredient,CURRANT
sweetened flaked coconut,"0,81",2093,ingredient,COCONUTS
marinara sauce,"1,30",855,ingredient,TOMATO PASTE
walnut oil,"2,11","6792,0",typology,OIL
sour milk,"2,55","1540,0",typology,YOGURT
buckwheat flour,"0,87","1889,5",ingredient,BUCKWHEAT FLOUR
clam juice,"5,67","1856,0",typology,SHELLFISH
self raising flour,"0,57","2133,0",typology,"PROCESSED GRAINS (grouts, malt)"
lime slice,"0,34",642,ingredient,LIME
marinade,,,no_match,NO_MATCH
ginger powder,"0,84",1657,ingredient,GINGER
grated orange zest,"0,46",1019,ingredient,ORANGE JUICE
pork rib,"3,44",5798,ingredient,PORK CUTS WITH BONE
sherry wine vinegar,,,no_match,NO_MATCH
celery leaf,"0,33","362,0",ingredient,CELERY
dark soy sauce,"1,46",613,ingredient,SOY SAUCE
pierogi,,,no_match,NO_MATCH
orzo pasta,"1,21",1508,ingredient,PASTA*
poppy seeds,"0,88",2188,ingredient,POPPY SEED
ramen noodle,,,no_match,NO_MATCH
red kidney bean,"0,43",5053,ingredient,BEAN
corn muffin mix,"0,87","1889,5",ingredient,MAIZE FLOUR
maple extract,,,no_match,NO_MATCH
vegetable shortening,,,no_match,NO_MATCH
grated cheddar cheese,"9,59",5060,ingredient,CHEESE GRATED
saffron thread,"0,84",731000,ingredient,SAFFRON
poundcake,"1,99","2158,0",typology,SWEETS
amaretto,,,no_match,NO_MATCH
blueberry pie filling,"0,78",845,ingredient,BLUEBERRY
guava,"0,32",1800,ingredient,GUAVA
hummus,,,no_match,NO_MATCH
sardine,"0,90","2313,5",ingredient,SARDINE
yellow mustard,"0,88",2809,ingredient,MUSTARD SEED
