ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes;;;
sundried tomato sauce;1,19;151,3;typology;TOMATO SAUCE;;;;;
chicken stuffing mix;;;no_match;NO_MATCH;;;;;
slices hearty white bread;0,89;1031;ingredient;BREAD PLAIN**;;;;;
orange-flavored craisin;0,81;2636,5;typology;DRIED FRUIT;;;;;
meatballs;5,99;6177;ingredient;SAUSAGES;;;;;
grated asiago cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
prune butter;;;no_match;NO_MATCH;;;;;
fontinella cheese;8,93;5253;ingredient;CHEESE;;;;;
envelope white sauce mix;;;no_match;NO_MATCH;;;;;
fat-free ricotta cheese;5,45;2470,5;ingredient;RICOTTA;;;;;
frozen california-blend vegetable;0,81;750,5;typology;VEGETABLES FROZEN;;;;;
pinch black pepper;0,65;379;ingredient;PEPPER;;;;;
parmesan wafer;1,35;1423,3;typology;CRISPBREAD;;;;;
colby-monterey jack;5,45;5253;typology;CHEESE FRESH;;;;;
container whipped topping;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);;;
finely crushed chocolate cookie;1,53;2902;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;;;;
mini-white marshmallow;;;no_match;NO_MATCH;;;;;
italian Fontina cheese;8,93;5253;ingredient;CHEESE;;;;;
anise liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;;;
veal cutlet;;;no_match;NO_MATCH;;;;;
warm brewed coffee;0,55;960;typology;COFFEE LIQUID;;;;;
smoke seasoning;0,84;8280;typology;SPICIES;;;;;
labne cheese;8,93;5253;ingredient;CHEESE;;;;;
ancho chili pepper;0,84;8280;typology;SPICIES;;;;;
shredded romano cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
shredded white chihuahua cheese;8,93;5253;ingredient;CHEESE;;;;;
beef chili with beans;0,78;555,5;typology;LEGUMES CANNED;;;;;
light cottage cheese;5,45;5253;typology;CHEESE FRESH;;;;;
italian;;;no_match;NO_MATCH;;;;;
stewed whole tomatoes;1,48;806,6;typology;VEGETABLES CANNED;;;;;
mccormick roasted garlic and bell pepper;0,84;8280;typology;SPICIES;;;;;
boursin garlic cheese roll;5,45;5253;typology;CHEESE FRESH;;;;;
grated Fontina cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
fresh oregano leaf;;;no_match;NO_MATCH;;;;;
drummette;;;no_match;NO_MATCH;;;;;
whole roasted red peppers;1,48;806,6;typology;VEGETABLES CANNED;;;;;
sugar-free strawberry jelly;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;;;
nestle nesquik instant chocolate drink mix;27,1;;ingredient;Poudre cacaot�e ou au chocolat sucr�e pour boisson, enrichie en vitamines et min�raux;https://agribalyse.ademe.fr/app/aliments/18167;;;;
strawberry-flavor nestle nesquik powder;27,1;;ingredient;Poudre cacaot�e ou au chocolat sucr�e pour boisson, enrichie en vitamines et min�raux;https://agribalyse.ademe.fr/app/aliments/18167;;;;
foccacia bun;0,86;901,8;typology;BREAD;;;;;
cornmeal mix;0,87;1167;ingredient;MAIZE FLOUR & MEAL;;;;;
kefalograviera;;;no_match;NO_MATCH;;;;;
Polish sausage;5,99;6177;ingredient;SAUSAGES;;;;;
lekvar;;;no_match;NO_MATCH;;;;;
additional basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;;;
sweet biscuit;1,47;1870,3;typology;BISCUITS;;;;;
Mexican-style corn;;;no_match;NO_MATCH;;;;;
potato chips;0,24;555;ingredient;POTATO;;;;;
pecorino pepato cheese;9,59;5253;ingredient;PECORINO;;;;;
minced basil;0,3;;ingredient;BASIL FRESH;;;;;
coarsely chopped pine nuts;1,11;11264;typology;NUTS;;;;;
Grey Poupon mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;;;
canned applesauce;2,86;1019;typology;FRUIT JUICE;;;;;
raw vegetables;0,54;362;ingredient;VEGETABLES;;;;;
diced chili;0,65;379;ingredient;PEPPER;;;;;
canned chopped green chili;1,48;806,6;typology;VEGETABLES CANNED;;;;;
crumbled Roquefort cheese;9,59;5060;ingredient;CHEESE BLUE-VEINED;;;;;
sugar-free strawberry jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;;;
box Knorr Leek mix;;;no_match;NO_MATCH;;;;;
refrigerated buttermilk biscuit;1,47;1870,3;typology;BISCUITS;;;;;
cheesecake flavor instant pudding;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;;;
small ripe tomato;0,45;41;ingredient;TOMATO;;;;;
lemon juice approx;0,34;642;ingredient;LEMON;;;;;
lime juice or lemon juice;0,46;1019;ingredient;ORANGE JUICE;;;;;
miniature marshmallows;;;no_match;NO_MATCH;;;;;
squared unsweetened chocolate;3,16;20717;typology;CHOCOLATE;;;;;
buttermilk dressing;1,44;1599;ingredient;BUTTERED MILK;;;;;
potato topper;;;no_match;NO_MATCH;;;;;
dry ranch dressing mix;;;no_match;NO_MATCH;;;;;
melted baking chocolate;4,3;;ingredient;CHOCOLATE;;;;;
low-fat ricotta;5,45;2470,5;ingredient;RICOTTA;;;;;
salted Spanish peanut;0,83;2782;ingredient;PEANUT;;;;;
niblet;;;no_match;NO_MATCH;;;;;
solid butter flavor shortening;8,48;5659;ingredient;BUTTER*;;;;;
canned pineapple chunk;;;no_match;NO_MATCH;;;;;
prepared polenta;;;no_match;NO_MATCH;;;;;
dry unseasoned breadcrumb;0,86;901,8;typology;BREAD;;;;;
reeses miniature peanut butter cup;1,84;;ingredient;PEANUT BUTTER;;;;;
vanilla cream-filled sandwich style cookie;1,53;2902;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;;;;
Nutter Butter Bite;8,48;5659;ingredient;BUTTER*;;;;;
chopped black walnut;2,06;11264;ingredient;WALNUT;;;;;
artificial bacon bit;;;no_match;NO_MATCH;;;;;
chopped roasted peanuts;0,83;2782;ingredient;PEANUT;;;;;
tomato cream sauce;;;no_match;NO_MATCH;;;;;
chopped nuts optional;1,11;11264;typology;NUTS;;;;;
imitation coconut extract;;;no_match;NO_MATCH;;;;;
canned cream of coconut;;;no_match;NO_MATCH;;;;;
imported white chocolate;4,3;;ingredient;CHOCOLATE;;;;;
white shortening;;;no_match;NO_MATCH;;;;;
soft flaked coconut;1,07;1971;ingredient;COCONUT (I);;;;;
soft sweetened flaked coconut;1,07;1971;ingredient;COCONUT (I);;;;;
bacon piece;5,99;6116;ingredient;BACON;;;;;
tofu noodle;2,27;1724;ingredient;TOFU;;;;;
corn chips;0,57;1081;ingredient;MAIZE GROATS;;;;;
hot chorizo sausage;5,99;6177;ingredient;SAUSAGES;;;;;
thick pepper bacon;5,99;6116;ingredient;BACON;;;;;
prepared chili with bean;0,78;555,5;typology;LEGUMES CANNED;;;;;
ice cream cone;4,52;;ingredient;ICE CREAM CONE;https://apps.carboncloud.com/climatehub/product-reports/047677071155/USA;;;;
frenchs crispy fried onions;0,22;290;ingredient;ONION;;;;;
porcini mushroom;2,06;;ingredient;MUSHROOM*;;;;;
fresh vegetable;0,52;595;ingredient;PEA (fresh);;;;;
margarine spread;1,39;1324;ingredient;MARGARINE*;;;;;
macadamia basil pesto;2,72;2174;ingredient;PESTO;;;;;
toasted macadamia;;;no_match;NO_MATCH;;;;;
unsalted macadamia;;;no_match;NO_MATCH;;;;;
freshly grated parmesan;9,59;5253;ingredient;PARMIGIANO REGGIANO;;;;;
bunch fresh green onion;0,22;290;ingredient;ONION;;;;;
package nacho cheese flavored tortilla chips;;;no_match;NO_MATCH;;;;;
mini milk chocolate kiss;3,16;20717;ingredient;MILK CHOCOLATE;;;;;
frozen artichoke heart;0,33;818;ingredient;ARTICHOKE;;;;;
fresh grated parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
mild picante sauce;;;no_match;NO_MATCH;;;;;
broccoli and cheese flavored rice mix;0,57;2133;typology;PROCESSED GRAINS (grouts, malt);;;;;
coriander seeds;0,84;8280;ingredient;CORIANDER;;;;;
lancashire cheese;8,93;5253;ingredient;CHEESE;;;;;
dried fine herb;;;no_match;NO_MATCH;;;;;
pea tendril;0,45;1979;ingredient;PEA;;;;;
shaved parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
additional shaved parmesan cheese;8,93;5253;ingredient;CHEESE;;;;;
monterrey jack cheese;8,93;5253;ingredient;CHEESE;;;;;
cheddar cheese sauce;8,93;5253;ingredient;CHEESE;;;;;
sultana natural bran;0,57;2133;typology;PROCESSED GRAINS (grouts, malt);;;;;
Roma tomato;0,45;41;ingredient;TOMATO;;;;;
package fat free cream cheese;8,93;5253;ingredient;CHEESE;;;;;
package neufchatel cheese;8,93;5253;ingredient;CHEESE;;;;;
extra parsley;0,84;8280;typology;SPICIES;;;;;
egg roll wraps;3,15;4637;ingredient;EGG PASTA*;;;;;
old cheddar cheese;8,93;5253;ingredient;CHEESE;;;;;
raw egg;3,2;3632;ingredient;EGGS SHELLED;;;;;
seafood sauce;;;no_match;NO_MATCH;;;;;
fresh-grated parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
finely crushed tortilla chips;0,57;1081;ingredient;MAIZE GROATS;;;;;
pimiento strip;0,65;379;ingredient;PEPPER;;;;;
cream of wild mushroom soup;;;no_match;NO_MATCH;;;;;
instant Oxo;;;no_match;NO_MATCH;;;;;
refrigerator biscuits;1,47;1870,3;typology;BISCUITS;;;;;
shredded hard cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
slices high-quality white bread;0,86;667;ingredient;BREAD;;;;;
peeled raw shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;;;
finely chopped green onion top;0,22;290;ingredient;ONION;;;;;
fat-free cheddar cheese;8,93;5253;ingredient;CHEESE;;;;;
regular mayonnaise;1,46;572;ingredient;MAYONNAISE;;;;;
hidden valley salad dressing mix;;;no_match;NO_MATCH;;;;;
chopped unsalted peanut;0,83;2782;ingredient;PEANUT;;;;;
chopped Reeses Peanut Butter cup;1,84;;ingredient;PEANUT BUTTER;;;;;
Ritz cracker crumbs;1,35;1447;ingredient;PLAIN CRACKERS**;;;;;
honey roasted peanuts;0,83;2782;ingredient;PEANUT;;;;;
package caramels;2,74;;ingredient;Tofees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;;;;
instant bouillon granule;1,75;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;;;;
Nutter Butter;;;no_match;NO_MATCH;;;;;
veal stew meat;;;no_match;NO_MATCH;;;;;
peeled Italian tomato;1,3;267;ingredient;TOMATO PEELED;;;;;
Smart Balance butter spread;;;no_match;NO_MATCH;;;;;
bottle red food coloring;;;no_match;NO_MATCH;;;;;
coby monterey jack cheese;8,93;5253;ingredient;CHEESE;;;;;
baking chips;;;no_match;NO_MATCH;;;;;
pineapple flavoring;25;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring;;;
butterkase cheese;8,93;5253;ingredient;CHEESE;;;;;
chocolate cookie crumbs;1,53;2902;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;;;;
roasted salted peanut;0,83;2782;ingredient;PEANUT;;;;;
snack-sized peanut butter cup;1,84;;ingredient;PEANUT BUTTER;;;;;
finely chopped date;0,81;2840;ingredient;DATES;;;;;
dubliner cheese;8,93;5253;ingredient;CHEESE;;;;;
franks redhot buffalo wing sauce;;;no_match;NO_MATCH;;;;;
Cracker Barrel Cheese;8,93;5253;ingredient;CHEESE;;;;;
frozen cauliflower;0,31;285;ingredient;CAULIFLOWER;;;;;
part-skim mozzarella cheese;8,2;5253;ingredient;MOZZARELLA;;;;;
edam;9,59;5253;ingredient;EMMENTAL;;;;;
hot Italian turkey sausage;;;no_match;NO_MATCH;;;;;
fat-free cottage cheese;8,93;5253;ingredient;CHEESE;;;;;
shortbread cookies;1,39;1723;ingredient;SIMPLE COOKIES**;;;;;
basil vinaigrette;1,46;572;typology;DRESSING;;;;;
ripe olives;0,64;3015;ingredient;OLIVES;;;;;
bleu cheese dressing;;;no_match;NO_MATCH;;;;;
popcorn shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;;;
cheddar cheese spread;8,93;5253;ingredient;CHEESE;;;;;
frosted flake;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
jars;;;no_match;NO_MATCH;;;;;
low-sodium parmesan cheese;9,59;5253;typology;CHEESE HARD & SEMI-HARD;;;;;
greek seasoning;0,84;8280;typology;SPICIES;;;;;
quinoa pasta;1,21;1508;ingredient;PASTA*;;;;;
montasio;;;no_match;NO_MATCH;;;;;
nonfat cottage cheese;8,93;5253;ingredient;CHEESE;;;;;
shredded part-skim mozzarella cheese;8,2;5253;ingredient;MOZZARELLA;;;;;
small diced onion;0,22;290;ingredient;ONION;;;;;
pinch ground nutmeg;;;no_match;NO_MATCH;;;;;
dried cannelloni tube;;;no_match;NO_MATCH;;;;;
green zucchini;0,7;336;ingredient;ZUCCHINI;;;;;
dry lasagna noodles;3,15;4637;ingredient;EGG PASTA*;;;;;
precooked meatball;;;no_match;NO_MATCH;;;;;
jar spaghetti sauce with meat;;;no_match;NO_MATCH;;;;;
prepared raw phyllo pastry;;;no_match;NO_MATCH;;;;;
shredded monterey jack pepper cheese;9,59;5253;typology;CHEESE HARD & SEMI-HARD;;;;;
crushed tortilla chips;;;no_match;NO_MATCH;;;;;
chilled heavy cream;5,45;3838;ingredient;CREAM;;;;;
package frozen cauliflower;0,31;285;ingredient;CAULIFLOWER;;;;;
kefalograviera cheese;8,93;5253;ingredient;CHEESE;;;;;
prunes;2,15;748;typology;FRUIT;;;;;
package powdered sugar;0,78;1294,5;typology;SUGAR;;;;;
Club crackers;1,35;1447;ingredient;PLAIN CRACKERS**;;;;;
butterscotch syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;;;
manicotti noodle;3,15;4637;ingredient;EGG PASTA*;;;;;
wonton wrappers;;;no_match;NO_MATCH;;;;;
whole wheat lasagna noodle;;;no_match;NO_MATCH;;;;;
garlic-flavored croutons;;;no_match;NO_MATCH;;;;;
bleu cheese;9,59;5060;ingredient;CHEESE BLUE-VEINED;;;;;
Italian-style tomatoes;;;no_match;NO_MATCH;;;;;
large eggplant;0,19;362;ingredient;EGGPLANT;;;;;
spinach dip;0,34;292;ingredient;SPINACH;;;;;
powdered parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
peppadew;0,65;379;ingredient;PEPPER;;;;;
chopped mushroom;2,06;;ingredient;MUSHROOM*;;;;;
coarsely ground cooked ham;5,99;6177;typology;PORK CURED MEAT;;;;;
chopped ripe olive;0,64;3015;ingredient;OLIVES;;;;;
monterey jack pepper;0,65;379;ingredient;PEPPER;;;;;
no-boil flat lasagna noodle;1,21;1508;ingredient;PASTA*;;;;;
shredded colby cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
adiago cheese;8,93;5253;ingredient;CHEESE;;;;;
ricotta salata;5,45;2470,5;ingredient;RICOTTA;;;;;
semi dried tomatoes;1,95;;ingredient;Tomatoes (dried);https://livelca.com/products/tomatoes-dried_ddd32840-c02f-46e3-9662-e8fcdc6d75b2;;;;
genoa;;;no_match;NO_MATCH;;;;;
meatless spaghetti sauce;;;no_match;NO_MATCH;;;;;
packed grated parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
bel paese;;;no_match;NO_MATCH;;;;;
spinach lasagna noodle;;;no_match;NO_MATCH;;;;;
extra parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;;;
chopped green chilies;0,65;379;ingredient;PEPPER;;;;;
medium sharp cheddar;9,59;5253;typology;CHEESE HARD & SEMI-HARD;;;;;
sopressata;;;no_match;NO_MATCH;;;;;
amber beer;0,96;155;ingredient;BEER IN GLASS;;;;;
crumbled gorgonzola;;;no_match;NO_MATCH;;;;;
dry jumbo pasta shells;3,15;4637;ingredient;EGG PASTA*;;;;;
cooked bacon;5,99;6116;ingredient;BACON;;;;;
deviled egg;3,2;3270;ingredient;EGG YOLKS;;;;;
soppressata;;;no_match;NO_MATCH;;;;;
fresh nutmeg;0,84;34319;ingredient;NUTMEG;;;;;
lasagne;;;no_match;NO_MATCH;;;;;
fat free cheddar;11,21;5253;ingredient;CEDDAR;;;;;
dry ziti pasta;1,21;1508;ingredient;PASTA*;;;;;
fresh flat-leaf Italian parsley;;;no_match;NO_MATCH;;;;;
mixed cheese;8,93;5253;ingredient;CHEESE;;;;;
extra sharp white cheddar cheese;8,93;5253;ingredient;CHEESE;;;;;
beef rib eye;17,96;10943;ingredient;BEEF MEAT WITH BONE*;;;;;
sliced carrots;0,81;750,5;ingredient;CARROTS (F);;;;;
eye of round roast;;;no_match;NO_MATCH;;;;;
bloody mary mix;2,86;267;ingredient;TOMATO JUICE;;;;;
Polish kielbasa;5,99;6177;ingredient;PORK SAUSAGES;;;;;
condensed beef broth;;;no_match;NO_MATCH;;;;;
meat broth;;;no_match;NO_MATCH;;;;;
French dry rub;;;no_match;NO_MATCH;;;;;
porter;0,69;155;typology;BEER;;;;;
veal shoulder;3,44;5677;ingredient;FRESH SHOULDERS WITH BONE;;;;;
hunts tomato paste;1,3;855;ingredient;TOMATO PASTE;;;;;
peeled Italian-style tomatoes;1,3;267;ingredient;TOMATO PEELED;;;;;
crushed red chile;0,84;8280;typology;SPICIES;;;;;
whale meat;;;no_match;NO_MATCH;;;;;
meat ravioli;3,15;4637;ingredient;EGG PASTA*;;;;;
large jalapeno pepper or serrano;0,84;8280;typology;SPICIES;;;;;
sliced green olive;0,64;3015;ingredient;OLIVES;;;;;
fresh grated ginger or 1/2 tsp ground;0,84;8280;typology;SPICIES;;;;;
lime juice fresh is best;2,86;1019;typology;FRUIT JUICE;;;;;
chopped fresh cilantro or parsley;0,84;8280;ingredient;CORIANDER;;;;;
bear meat;;;no_match;NO_MATCH;;;;;
pack;;;no_match;NO_MATCH;;;;;
envelope sazon goya (con achiote);;;no_match;NO_MATCH;;;;;
manzanilla olive;0,64;3015;ingredient;OLIVES;;;;;
ground dried chile;;;no_match;NO_MATCH;;;;;
chopped white onion;0,22;290;ingredient;ONION;;;;;
sweet and smoke seasoning;0,84;8280;typology;SPICIES;;;;;
grilled onion;0,22;290;ingredient;ONION;;;;;
grilled pineapple slice;0,55;255;ingredient;PINEAPPLE (I);;;;;
tomato and chili;0,45;41;ingredient;TOMATO;;;;;
vegetable curry;0,54;362;ingredient;VEGETABLES;;;;;
mushroom beef gravy;;;no_match;NO_MATCH;;;;;
beef sirloin tip;;;no_match;NO_MATCH;;;;;
ditalini pasta;1,21;1508;ingredient;PASTA*;;;;;
Rotel tomatoes;1,48;806,6;typology;VEGETABLES CANNED;;;;;
prepared minced garlic;0,25;589;ingredient;GARLIC;;;;;
jar beef gravy;;;no_match;NO_MATCH;;;;;
sliced fresh mushroom;;;no_match;NO_MATCH;;;;;
accent seasoning;0,84;8280;typology;SPICIES;;;;;
marrow bone;;;no_match;NO_MATCH;;;;;
meaty ham bone;3,44;5677;ingredient;FRESH HAM WITH BONE;;;;;
slice day old bread;0,86;667;ingredient;BREAD;;;;;
fresh white breadcrumb;0,86;901,8;typology;BREAD;;;;;
beef blade steak;17,96;10943;ingredient;BEEF MEAT WITH BONE*;;;;;
bulk pork sausage;5,99;6177;ingredient;PORK SAUSAGES;;;;;
uncooked quick oats;2,64;2416;ingredient;OAT FLAKES;;;;;
soup bone;17,96;10943;ingredient;BEEF MEAT WITH BONE*;;;;;
pigeon peas;0,52;5494;ingredient;PIGEON PEA;;;;;
Campbells French onion soup;;;no_match;NO_MATCH;;;;;
beef bouillon paste;36,8;;ingredient;VALU TIME, BEEF BOUILLON CUBES;https://apps.carboncloud.com/climatehub/product-reports/011225125584/USA;;;;
hot chili bean;0,43;5053;ingredient;BEAN;;;;;
sweet Italian sausage link;;;no_match;NO_MATCH;;;;;
pepperoncini pepper juice;;;no_match;NO_MATCH;;;;;
loaf fresh Italian bread;0,86;667;ingredient;BREAD;;;;;
provolone cheese slice;8,93;5253;ingredient;CHEESE;;;;;
penne macaroni;;;no_match;NO_MATCH;;;;;
Kikkoman soy sauce;1,46;613;ingredient;SOY SAUCE;;;;;
marsala cooking wine;0,66;524;typology;WINE;;;;;
chopped pimiento-stuffed green olive;0,64;3015;ingredient;OLIVES;;;;;
ginger sesame paste;0,84;8280;typology;SPICIES;;;;;
prepared garlic;0,25;589;ingredient;GARLIC;;;;;
marinated beef;;;no_match;NO_MATCH;;;;;
frozen snow pea;0,45;1979;ingredient;PEA;;;;;
smen;;;no_match;NO_MATCH;;;;;
chipolte pepper;0,84;8280;typology;SPICIES;;;;;
liquid smoke seasoning;;;no_match;NO_MATCH;;;;;
split red lentil;0,52;5874;ingredient;LENTIL;;;;;
no-soak whole dried apricot;0,3;1287;ingredient;APRICOT;;;;;
panang curry paste;0,84;8280;typology;SPICIES;;;;;
italian seasoning mix;;;no_match;NO_MATCH;;;;;
other seasoning;0,84;8280;typology;SPICIES;;;;;
roll wrappers;;;no_match;NO_MATCH;;;;;
mashed instant potato flake;0,27;1044;ingredient;POTATO FLAKES;;;;;
fresh sourdough breadcrumbs;0,86;901,8;typology;BREAD;;;;;
hot ketchup;1,46;534;ingredient;KETCHUP;;;;;
puff;;;no_match;NO_MATCH;;;;;
onion and mushroom soup mix;0,22;290;ingredient;ONION;;;;;
mushroom pieces;2,06;;ingredient;MUSHROOM*;;;;;
cream of tomato soup;;;no_match;NO_MATCH;;;;;
thai ginger;0,84;1657;ingredient;GINGER;;;;;
fresh red chile;0,65;379;ingredient;PEPPER;;;;;
cooked rice or noodles;;;no_match;NO_MATCH;;;;;
berry red wine;;;no_match;NO_MATCH;;;;;
dashida;;;no_match;NO_MATCH;;;;;
casing;;;no_match;NO_MATCH;;;;;
celery flakes;0,33;362;ingredient;CELERY;;;;;
diced tomato and green chili;0,45;41;ingredient;TOMATO;;;;;
slice of ham;7,95;6177;ingredient;PORK HAM;;;;;
small white bean;0,43;5053;ingredient;BEAN;;;;;
burgundy cooking wine;0,87;524;ingredient;WINE RED;;;;;
course black pepper;0,84;8280;typology;SPICIES;;;;;
fresh shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;;;
chipped beef;;;no_match;NO_MATCH;;;;;
deli meat;;;no_match;NO_MATCH;;;;;
manwich;;;no_match;NO_MATCH;;;;;
french bread hoagie roll;0,86;901,8;typology;BREAD;;;;;
shredded colby-monterey jack cheese;9,59;5253;typology;CHEESE HARD & SEMI-HARD;;;;;
sauteed onion;0,22;290;ingredient;ONION;;;;;
taco meat;;;no_match;NO_MATCH;;;;;
dill pickle slice;1,18;336;typology;VEGETABLES;;;;;
wholewheat tortilla;0,36;1889,5;ingredient;WHOLE WHEAT FLOUR;;;;;
potato pierogi;0,24;555;ingredient;POTATO;;;;;
green banana;0,34;748;ingredient;BANANA;;;;;
fresh goat cheese;9,59;5253;ingredient;GOAT CHEESE;;;;;
fresh sliced mushrooms;2,06;;ingredient;MUSHROOM*;;;;;
whole artichoke;0,33;818;ingredient;ARTICHOKE;;;;;
vegetable beef soup mix;;;no_match;NO_MATCH;;;;;
rock lobster tail;20,25;1856;ingredient;LOBSTER;;;;;
Heinz ketchup;1,46;534;ingredient;KETCHUP;;;;;
dry elbow macaroni;1,21;1508;ingredient;PASTA*;;;;;
condiment;0,84;8280;typology;SPICIES;;;;;
spicy mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;;;
light-colored beer;0,96;155;ingredient;BEER IN GLASS;;;;;
miniature party rye rounds;0,67;;ingredient;Pain de seigle, et froment;https://agribalyse.ademe.fr/app/aliments/7125;;;;
shredded provolone cheese;8,93;5253;ingredient;CHEESE;;;;;
slice crumbled white bread;0,86;667;ingredient;BREAD;;;;;
enchilada mix;;;no_match;NO_MATCH;;;;;
tube;3,15;4637;ingredient;EGG PASTA*;;Cannelloni tubes (should be fixed);;;
old el paso refried beans;0,78;555,5;ingredient;BEANS IN CAN;;;;;
stale bread;0,86;667;ingredient;BREAD;;;;;
whole tomatoes;0,45;41;ingredient;TOMATO;;;;;
potato roll;;;no_match;NO_MATCH;;;;;
dry Italian seasoned breadcrumbs;0,86;901,8;typology;BREAD;;;;;
